14,2,12,15,8,59,1003,41,13,1,0,0
6,0,7,19,10,53,1009,27,3,1,0,0
10,0,11,14,10,43,1012,14,10,1,0,0
15,0,15,10,6,40,1011,29,15,1,0,0
14,1,13,13,6,53,1008,28,13,1,0,0
11,0,9,11,6,63,1000,35,10,0,0,0
7,0,8,11,5,76,1007,49,9,0,0,0
13,0,14,11,6,59,1014,28,16,1,0,0
15,1,14,11,8,60,1014,27,15,1,0,0
16,4,15,13,8,52,1009,35,16,1,0,0
16,5,17,13,8,49,1009,32,17,1,0,0
17,5,16,12,9,40,1005,24,18,1,0,0
18,4,17,13,7,44,1006,43,17,0,0,0
11,0,11,12,10,66,1002,57,11,0,0,0
16,3,17,12,10,48,1008,25,19,1,0,0
19,5,19,16,8,36,1008,30,20,1,0,0
20,7,20,11,10,40,1007,21,21,1,0,0
10,0,10,13,6,74,1007,57,9,1,0,0
10,0,11,12,5,67,1010,35,11,1,0,0
14,0,14,11,10,51,1011,34,16,0,0,0
16,1,16,11,10,48,1010,31,17,0,0,0
19,4,19,11,10,41,1012,17,20,1,0,0
21,7,21,12,9,39,1013,16,22,1,0,0
21,7,21,13,10,43,1015,19,23,1,0,0
18,2,19,14,11,41,1021,9,21,1,0,0
13,0,12,13,5,64,1022,27,12,1,0,0
12,0,12,14,5,64,1022,25,11,0,0,0
17,0,16,13,6,39,1020,9,18,0,0,0
17,0,16,15,6,39,1019,17,17,1,0,0
15,0,14,14,6,45,1017,23,14,1,0,0
17,0,17,12,6,45,1015,18,18,1,0,0
19,3,19,13,6,43,1015,21,20,1,0,0
22,7,21,11,6,42,1014,26,24,1,0,0
22,7,23,11,10,49,1022,22,25,0,0,0
23,8,23,11,5,42,1026,10,26,0,0,0
25,10,24,11,11,37,1020,13,24,1,0,0
27,13,26,12,10,35,1015,19,26,1,0,0
26,12,26,12,8,34,1011,24,25,1,0,0
25,12,26,11,10,37,1012,25,27,1,0,0
29,16,30,11,6,35,1017,18,31,1,0,0
29,19,29,11,6,38,1018,22,31,0,0,0
27,11,27,12,5,36,1017,16,27,0,0,0
27,14,27,12,6,32,1015,16,27,1,0,0
27,13,26,11,5,42,1011,28,27,1,0,0
24,10,25,11,5,53,1013,28,25,1,0,0
27,13,28,12,5,37,1017,15,29,1,0,0
26,12,26,11,7,38,1017,21,28,1,0,0
24,9,23,12,6,38,1016,31,24,0,0,0
20,5,20,14,6,46,1016,41,21,0,0,0
21,6,22,13,6,41,1016,19,24,1,0,0
24,6,24,12,6,32,1013,17,24,1,0,0
25,6,24,11,5,33,1008,21,23,1,0,0
23,8,23,10,5,35,1004,29,23,1,0,0
18,3,19,13,10,59,1010,38,21,1,0,0
18,1,19,12,10,48,1012,34,21,0,0,0
23,7,23,12,9,33,1010,20,24,0,0,0
26,11,26,13,8,36,1010,24,26,1,0,0
25,10,25,14,9,35,1009,22,25,1,0,0
27,11,29,12,9,33,1014,16,30,1,0,0
29,14,29,11,9,30,1012,18,28,1,0,0
28,13,28,11,9,36,1012,23,29,1,0,0
29,14,29,10,10,29,1012,17,29,0,0,0
25,10,23,13,8,36,1008,30,25,0,0,0
22,7,20,16,8,42,1002,37,20,1,0,1
20,4,23,13,9,44,1007,29,25,1,0,0
21,3,22,15,9,42,1011,27,24,1,0,0
21,0,21,16,9,37,1012,29,22,1,0,0
21,1,22,13,9,32,1013,19,23,1,0,0
24,7,24,11,8,29,1010,25,24,0,0,0
26,10,25,11,7,31,1005,23,25,0,0,0
24,7,24,14,8,39,1004,29,24,1,0,0
17,0,18,14,9,51,1007,38,20,1,0,0
21,3,22,12,9,36,1009,39,24,1,0,0
17,0,17,11,5,64,1008,38,19,1,0,0
21,2,22,11,10,49,1011,27,25,1,0,0
20,0,20,10,9,51,1010,35,22,0,0,0
22,1,22,10,4,61,1013,25,24,0,0,0
24,4,24,11,10,43,1014,20,27,1,0,0
23,5,23,10,10,48,1012,27,26,1,0,1
22,4,22,11,4,57,1011,23,23,1,1,0
24,10,24,9,4,55,1011,22,28,1,0,0
29,12,28,11,8,36,1010,21,29,1,0,0
24,10,24,10,4,62,1007,24,25,0,0,0
17,2,18,12,10,75,1014,47,21,0,0,0
23,5,23,14,4,55,1015,24,25,1,0,0
24,7,24,12,4,56,1014,19,27,1,0,0
26,10,26,11,4,46,1014,19,29,1,0,0
28,12,28,11,4,42,1014,15,31,1,0,0
30,13,30,12,4,38,1015,13,31,1,0,0
32,16,32,11,5,37,1016,13,34,0,0,0
32,16,32,11,5,35,1014,13,33,0,0,0
31,16,31,11,5,41,1016,14,34,1,0,0
31,15,31,11,5,37,1014,13,32,1,0,0
32,17,31,11,5,35,1012,14,32,1,0,1
34,21,33,9,10,32,1009,19,35,1,0,0
29,15,29,9,9,45,1009,32,31,1,0,0
27,9,28,11,4,61,1010,23,30,0,0,0
25,8,26,11,4,50,1014,23,29,0,1,0
23,2,24,10,4,57,1016,29,26,1,0,0
25,5,25,11,4,40,1013,17,27,1,0,0
26,8,25,11,4,42,1012,31,26,1,0,0
17,0,17,12,10,70,1015,43,19,1,0,0
23,2,24,13,9,47,1017,22,27,1,1,0
27,5,27,11,10,35,1016,12,28,0,0,0
28,6,27,11,4,33,1013,13,28,0,0,0
27,6,27,12,4,34,1013,14,28,1,0,0
25,6,25,12,4,53,1015,20,29,1,0,0
26,6,27,14,4,43,1018,15,29,1,0,1
27,5,27,13,4,43,1018,14,28,1,1,0
27,7,27,13,5,40,1019,13,29,1,1,0
28,8,27,12,5,44,1017,16,30,0,0,0
27,7,25,12,4,43,1011,17,26,0,0,1
27,10,27,10,4,37,1010,18,29,1,0,0
26,6,27,12,3,49,1014,18,29,1,0,0
27,6,28,12,9,37,1014,13,29,1,0,0
26,5,26,12,9,36,1013,14,27,1,0,0
27,5,27,11,9,39,1014,22,28,1,0,0
24,2,25,12,9,45,1017,21,28,0,0,0
27,3,27,12,4,41,1019,14,30,0,0,0
28,5,28,12,4,38,1018,12,29,1,0,0
29,8,28,11,4,36,1016,16,29,1,0,0
28,10,27,11,4,38,1013,29,29,1,0,0
26,5,27,13,3,50,1016,18,29,1,0,0
26,4,26,11,4,45,1015,17,28,1,0,0
29,8,28,10,9,33,1012,13,29,0,0,0
30,10,30,10,9,29,1013,12,31,0,0,0
31,11,31,10,9,28,1013,12,31,1,1,0
29,10,29,11,9,34,1014,17,30,1,0,0
30,10,30,11,3,33,1014,12,31,1,0,0
32,13,33,10,4,31,1016,14,34,1,0,0
35,19,34,9,4,29,1013,11,35,1,0,0
33,16,32,12,3,29,1011,16,32,0,1,0
27,11,28,14,9,39,1014,16,29,0,0,0
28,7,29,12,3,34,1015,12,30,1,0,0
30,11,30,11,4,34,1016,17,31,1,0,0
32,14,31,11,3,29,1015,12,32,1,0,0
31,12,31,12,4,29,1016,13,32,1,0,0
31,10,31,12,4,29,1016,11,31,1,0,0
31,10,31,12,4,32,1017,22,31,0,0,0
31,13,30,12,5,31,1015,13,31,0,0,0
33,14,33,11,5,26,1016,9,34,1,0,0
33,14,32,11,5,27,1013,11,31,1,0,0
30,10,28,11,5,28,1009,17,28,1,0,0
27,8,28,12,4,42,1012,19,30,1,0,0
29,11,30,10,4,39,1013,14,33,1,0,0
32,14,32,9,4,30,1012,17,33,0,0,0
31,12,31,11,5,28,1013,15,31,0,0,0
30,9,31,12,4,35,1017,14,32,1,0,0
31,9,31,13,5,36,1018,13,31,1,0,0
31,10,30,11,4,36,1016,14,30,1,0,0
31,10,31,11,4,32,1016,12,31,1,0,0
32,11,32,10,5,27,1014,11,30,1,0,0
31,10,31,11,5,30,1014,18,30,0,0,0
28,6,29,13,4,30,1017,12,28,0,0,0
30,7,29,13,4,35,1016,23,28,1,0,0
29,7,30,11,4,31,1014,21,28,1,0,0
30,10,29,9,8,31,1012,25,28,1,0,0
32,15,32,10,3,31,1012,31,31,1,0,0
30,13,31,10,7,32,1011,22,31,1,0,0
29,7,30,10,9,60,1014,31,27,0,0,0
28,11,28,10,9,52,1011,21,28,0,0,0
28,6,29,12,9,35,1016,16,28,1,0,0
25,3,25,11,9,38,1015,16,25,1,0,0
26,3,26,11,9,36,1016,15,26,1,0,0
28,5,28,9,3,33,1015,16,28,1,0,0
26,4,27,11,9,34,1019,22,27,1,0,0
26,4,25,13,8,34,1020,22,26,0,0,0
25,2,26,12,9,34,1021,12,26,0,0,0
28,3,27,10,9,26,1016,14,25,1,0,0
26,2,25,10,9,29,1013,14,24,1,0,0
28,5,29,10,9,29,1016,13,28,1,0,0
28,5,29,10,4,27,1019,11,29,1,0,0
30,9,29,10,7,25,1018,16,27,1,0,0
30,13,29,10,10,37,1016,23,28,0,0,0
28,10,28,13,8,37,1017,32,26,0,0,0
28,10,28,12,8,32,1014,20,26,1,0,0
23,3,23,11,10,53,1015,30,25,1,0,0
22,2,22,13,9,37,1017,16,23,1,0,0
24,5,23,12,9,35,1014,18,23,1,0,0
24,1,23,9,6,47,1010,44,19,1,0,0
23,6,22,11,8,37,1005,32,22,0,0,0
20,2,21,12,9,31,1007,22,21,0,0,1
24,3,24,12,8,31,1008,25,23,1,0,0
20,0,23,10,9,34,1015,19,24,1,0,0
22,2,23,11,9,37,1017,17,24,1,0,0
21,0,22,10,4,41,1021,18,22,1,1,0
21,2,20,12,9,35,1017,19,19,1,0,0
20,4,19,13,9,43,1016,22,19,0,0,0
29,12,30,10,9,28,1014,16,28,0,0,0
26,10,26,10,8,29,1013,17,24,1,0,0
23,7,24,10,9,43,1015,30,24,1,0,0
23,7,23,10,9,47,1014,24,24,1,0,0
25,11,25,8,9,41,1013,26,25,1,0,0
19,5,18,8,5,67,1009,42,17,1,0,0
12,0,12,11,4,69,1012,50,11,0,0,0
13,0,15,10,4,62,1018,35,14,0,0,0
11,0,13,10,4,60,1027,39,14,1,0,0
14,0,14,9,4,44,1027,15,15,1,0,0
21,0,20,9,4,30,1023,10,20,1,0,0
23,2,23,9,5,29,1023,11,23,1,0,0
23,3,23,9,5,31,1025,25,23,1,0,0
23,4,22,9,5,33,1024,13,22,0,0,0
19,2,17,9,7,54,1021,28,17,0,0,0
21,8,20,10,8,47,1016,24,21,1,0,0
25,10,26,9,7,42,1017,21,26,1,0,0
26,11,27,8,5,41,1020,17,27,1,0,0
26,12,26,8,4,43,1020,17,26,1,0,0
26,12,25,9,9,43,1019,20,25,1,0,0
22,11,21,10,8,50,1016,25,22,0,0,1
20,5,17,13,7,48,1009,44,16,0,0,0
10,0,11,11,9,73,1014,61,10,1,0,0
14,0,16,12,9,57,1019,42,14,1,0,0
19,1,20,10,9,40,1024,14,21,1,0,0
22,7,22,9,7,35,1025,13,23,1,0,0
25,10,24,9,9,37,1021,16,24,1,0,0
24,9,23,8,4,40,1019,17,23,0,0,0
24,11,24,9,5,45,1022,18,24,0,0,0
25,11,25,9,6,41,1023,15,24,1,0,0
23,8,23,8,5,37,1020,16,22,1,0,0
25,8,26,8,5,27,1021,15,24,1,0,0
26,12,26,9,8,30,1019,18,23,1,0,0
22,10,22,9,4,39,1021,54,22,1,0,0
26,11,26,8,4,36,1015,20,24,0,0,0
23,10,24,8,5,38,1017,23,23,0,0,1
21,10,22,10,5,48,1023,18,22,1,0,0
20,8,20,9,5,51,1022,19,20,1,0,0
20,10,20,9,8,47,1017,22,21,1,0,0
21,10,21,10,8,43,1015,25,21,1,0,0
20,10,20,10,7,45,1014,27,21,1,0,0
18,9,17,11,7,49,1007,33,17,0,0,0
17,5,18,11,7,54,1008,41,18,0,0,0
16,5,19,9,9,43,1018,21,19,1,0,0
21,11,22,9,7,41,1019,20,22,1,0,0
22,10,22,9,8,44,1016,22,22,1,0,0
20,9,19,9,8,45,1011,29,18,1,0,0
16,7,17,9,6,57,1013,47,17,1,0,0
16,8,18,9,5,67,1022,42,18,0,0,0
15,4,15,9,5,67,1022,44,14,0,0,0
11,0,10,9,5,66,1021,49,9,1,0,0
10,0,10,9,5,67,1024,42,9,1,0,0
12,0,12,8,5,61,1025,21,13,1,0,0
14,0,13,8,5,47,1022,28,13,1,1,0
15,1,14,9,6,48,1020,20,13,1,0,0
13,2,13,10,7,52,1018,25,13,0,0,0
14,4,14,10,8,52,1012,28,13,0,0,0
14,4,14,11,8,51,1009,34,13,1,0,0
14,3,14,9,8,52,1008,32,14,1,0,0
14,5,14,10,7,50,1010,41,14,1,0,0
9,0,9,9,6,77,1008,48,8,1,0,0
8,0,9,10,10,62,1010,45,8,1,0,0
5,0,6,10,5,71,1017,60,3,0,1,0
3,0,4,10,5,81,1025,52,1,0,0,0
7,0,8,10,9,72,1027,14,7,1,0,0
5,0,4,11,10,71,1024,24,1,1,0,0
8,0,8,9,8,66,1021,22,7,1,0,0
9,0,9,8,6,75,1022,22,9,1,0,0
7,0,7,9,11,80,1025,43,5,1,0,0
6,0,7,10,6,70,1032,10,6,0,0,0
9,0,7,8,6,55,1023,16,7,0,0,0
9,0,9,10,10,46,1021,18,8,1,0,1
9,0,8,11,10,49,1016,24,7,1,1,0
3,0,4,15,10,49,1028,34,0,1,0,0
6,0,7,12,10,48,1029,26,4,1,0,0
9,0,8,11,9,46,1026,34,6,1,0,0
5,0,5,13,11,70,1032,35,2,0,0,0
5,0,6,9,5,57,1034,11,5,0,0,0
6,0,5,9,11,53,1027,21,3,1,0,0
8,0,8,8,5,58,1022,19,8,1,0,0
11,0,11,8,9,49,1024,20,11,1,0,0
9,0,9,8,5,51,1028,21,8,1,0,0
6,0,6,9,5,65,1032,12,4,1,0,0
8,0,8,8,6,58,1031,10,7,0,0,0
9,0,9,9,7,49,1027,14,8,0,0,0
11,0,10,9,9,44,1023,18,10,1,0,0
10,0,10,9,9,40,1027,49,9,1,0,0
11,0,12,9,10,44,1031,11,11,1,0,0
13,0,12,9,8,51,1029,12,12,1,0,0
11,0,10,8,9,43,1024,18,10,1,0,0
10,0,10,9,8,35,1025,19,9,0,0,0
9,0,8,10,9,65,1021,38,7,0,0,0
10,1,10,11,8,66,1015,38,8,1,0,0
10,2,10,11,7,74,1014,38,9,1,0,0
11,2,12,9,7,67,1018,28,11,1,0,0
14,1,14,8,7,50,1018,22,13,1,0,0
10,0,11,9,5,54,1021,20,11,1,0,0
7,0,7,9,6,59,1023,24,6,0,0,0
8,0,8,8,6,62,1020,27,7,0,0,0
10,0,9,8,8,60,1019,24,10,1,0,0
10,0,11,8,9,58,1020,26,10,1,0,0
12,0,13,10,9,55,1023,20,13,1,0,0
12,1,12,10,9,54,1018,29,10,1,0,0
12,0,12,9,9,64,1019,28,12,1,0,0
14,3,15,8,7,57,1022,19,14,0,0,1
14,1,14,8,10,51,1022,18,14,0,0,0
14,2,14,10,8,47,1020,23,13,1,0,0
13,0,12,11,9,47,1016,30,12,1,0,0
12,0,13,9,10,51,1021,21,13,1,0,0
11,0,11,10,11,56,1020,32,10,1,0,0
12,0,12,9,9,45,1018,27,12,1,0,0
11,0,11,10,8,43,1017,29,10,0,0,0
10,1,10,10,8,67,1015,49,9,0,0,0
11,0,11,9,10,64,1015,31,10,1,0,0
13,2,13,11,9,54,1017,26,12,1,0,0
12,1,12,11,9,59,1017,41,11,1,0,0
13,3,13,10,8,53,1016,42,13,1,0,1
13,3,12,11,9,56,1011,30,11,1,0,0
10,2,10,13,9,52,1009,43,8,0,0,0
10,0,11,10,10,59,1012,36,10,0,0,0
11,1,12,9,10,59,1016,32,11,1,0,0
9,1,9,10,8,61,1014,49,8,1,0,0
2,0,1,11,11,84,1009,70,0,1,0,0
0,0,0,11,6,81,1011,67,0,1,0,0
1,0,1,9,6,79,1008,48,0,1,0,0
4,0,4,10,7,74,1006,53,2,0,0,0
3,0,3,10,10,83,1011,53,2,0,0,0
6,0,7,10,7,81,1025,37,6,1,0,0
4,0,4,11,7,80,1031,26,2,1,0,0
5,0,4,11,6,80,1029,23,2,1,0,0
3,0,3,11,6,79,1023,26,0,1,0,0
4,0,4,11,6,80,1024,25,1,1,0,0
8,0,8,10,6,74,1024,15,7,0,0,0
7,0,6,10,8,72,1022,27,5,0,0,0
8,0,8,10,8,70,1017,43,7,1,0,0
11,0,11,11,9,73,1017,24,10,1,0,0
11,0,10,11,9,75,1014,30,9,1,0,0
12,2,12,11,8,68,1010,39,10,1,0,1
11,2,11,12,9,52,1016,63,10,1,0,0
15,5,15,11,8,51,1015,63,14,0,0,0
15,3,15,11,8,52,1010,35,15,0,0,0
12,2,12,10,10,60,1011,43,11,1,0,0
12,1,12,10,10,51,1009,36,11,1,1,0
12,1,13,9,10,52,1016,25,12,1,0,0
17,5,18,11,9,44,1017,25,17,1,0,0
18,6,18,12,9,43,1017,26,18,1,0,0
18,6,19,11,10,41,1023,51,19,0,0,0
18,6,18,11,9,41,1019,34,17,0,0,0
16,6,16,10,9,46,1016,50,16,1,0,0
15,3,16,9,6,45,1013,51,15,1,0,0
15,5,15,8,7,55,1012,40,14,1,0,0
7,2,8,10,5,76,1018,61,7,1,0,0
8,0,8,11,5,57,1021,32,6,1,0,0
9,0,9,9,5,57,1020,28,8,0,0,0
12,0,12,9,10,48,1019,23,12,0,1,0
14,1,14,9,10,43,1019,22,14,1,1,0
12,3,12,10,8,50,1015,45,11,1,0,0
13,3,12,10,6,50,1009,38,12,1,1,0
8,0,7,11,6,73,1002,68,5,1,0,0
6,0,7,11,6,75,1002,73,5,1,0,0
10,2,10,9,6,76,1001,51,10,0,0,0
12,3,13,10,6,60,1006,47,12,0,0,0
8,0,9,10,4,77,1016,59,7,1,0,0
8,1,9,10,5,79,1022,52,7,1,0,0
7,0,7,12,5,71,1025,53,6,1,0,0
8,0,8,14,5,52,1027,34,6,1,1,0
4,0,3,13,5,76,1025,56,0,1,0,0
6,0,6,11,5,65,1022,21,4,0,0,0
14,0,14,11,4,43,1023,19,13,0,0,0
15,3,15,9,4,47,1024,17,15,1,0,0
25,9,25,10,11,34,1006,16,26,1,0,0
18,4,19,14,9,37,1011,13,19,1,0,0
14,2,14,16,10,40,1012,19,12,1,0,0
